,query,answer,answer_regular_google,score_regular_google,answer_regular_microsoft,score_regular_microsoft,transcript_fisher,answer_fisher_google,score_fisher_google,answer_fisher_microsoft,score_fisher_microsoft,transcript_librispeech,answer_librispeech_google,score_librispeech_google,answer_librispeech_microsoft,score_librispeech_microsoft,transcript_tedlium,answer_tedlium_google,score_tedlium_google,answer_tedlium_microsoft,score_tedlium_microsoft
68,Something you should know about me is that I'm afraid of heights.,关于我，有一点你应该了解，我恐高。,你应该知道我是，我有恐高症。,0.5141768095741548,你应该知道关于我的东西是我恐高症。,0.5247661627436951,something you should know about news that m._s. fried of sites.,你应该了解的消息，m._s。炒站点。,0.2894742149567509,你应该知道关于新闻下午 θ 油炸的网站。,0.37592003642100463,SOMETHING YOU SHOULD KNOW ABOUT ME IS THAT I AM AFRAID OF HEIGHTS.,你应该了解我的是，我高度害怕。,0.3484694488743307,你应该知道关于我的东西是我恐高症。,0.5247661627436951,something you should know about me is that i'm afraid of heights.,你应该了解我是，我有恐高症。,0.3498330125272253,你应该知道关于我的东西是我恐高症。,0.5247661627436951
69,His claim is that there is a close relation between birth order and personality.,他主张的是出生的先后次序和个性有很密切的关系。,他的说法是，有出生顺序和性格之间有着密切的关系。,0.19251614434393566,他的说法是出生顺序和人格之间的密切关系。,0.3737295231327703,his thing is that there's the clothes relations between birth order and personality.,他的事情是，有出生顺序与个性之间的关系衣服。,0.4549941404048037,他的事就是衣服出生顺序与个性之间的关系。,0.2723929121412353,HIS THING IS THAT THERE IS A CLOSE RELATION BETWEEN BIRTH ORDER AND PERSONALITY.,他的事情是之间存在出生顺序与人格有密切的关系。,0.20149416157064576,他的事就是出生顺序和人格之间的密切关系。,0.3946197569323519,his name is that there's a close relation between birth order and personality.,他的名字是，有出生顺序和性格之间有着密切的关系。,0.19251614434393566,他的名字是出生顺序和人格之间的密切关系。,0.3737295231327703
70,"I tried to reach you on the phone, but I was unable to get through.",我打了电话给你，但却接不通。,我试图在手机上找到你，但我无法打通。,0.27629350710622463,都试图与你在电话上，却无法获得。,0.8034284189446518,i tried to reach you on the phone but i wasn't able to get through.,我试图在手机上实现你，但我没能打通。,0.2601278440403792,都试图与你在电话里没能够获得通过。,0.7071067811865476,I TRIED TO REACH YOU ON THE FOUND THAT I WAS UNABLE TO GET THROUGH.,我试图去够你，我无法打通找到。,0.4366835442847812,我试着联系你上发现的我是无法打通。,0.6930977286178778,i try to each year on the phone that i was unable to differ.,我试着每年在手机上，我无法有所不同。,0.7071067811865476,我试着到每年的电话我就不能不同。,0.6930977286178778
71,Walking from the station to the house takes only five minutes.,从车站步行到那房子只需要五分钟的时间。,从车站到房子走去只需要五分钟。,0.2574478063354877,从车站走到房子只需要五分钟。,0.3564059636443072,well i think from the station to the house states only five minutes.,嗯，我觉得从车站到房子州只有五分钟。,0.5445178846139404,嗯我想从车站到房子国家只有五分钟。,0.54286932954127,ONE THING FROM THE STATION TO THE HOUSE TAKES ONLY FIVE MINUTES.,一件事从屋里站仅需五分钟。,0.3640861793228487,从车站到家里的一件事只需要五分钟。,0.2545093860020286,watching from the station to the house states only five minutes.,从车站到房子看着规定只有五分钟。,0.54286932954127,看着从车站到房子国家只有五分钟。,0.54286932954127
72,"A fall into a pit, a gain in your wit.",吃一堑，长一智。,A掉在坑里，在长一智。,0.4810977290978807,掉入坑，在您的机智上的获取。,0.6529942057256104,fall into a gaining or what.,陷入获得或什么。,0.668740304976422,落入获得或什么。,0.668740304976422,A FALL INTO A FIT AGAIN IN YOUR WIT.,一个陷入FIT再出现在您的才子。,0.537284965911771,A 落入又适合在您的机智。,0.5773502691896257,the fall into a pit again in your wit.,在你的机智的掉在坑里一次。,0.5491004867761125,落入坑，再在您的机智。,0.6865890479690392
73,Some of the bluest water in the world is found in Crater Lake.,一些世界上最蓝的水在火山湖。,一些世界上最蓝的水在火山口湖中。,0.6989307622784944,一些世界上最蓝的水是发现在火山口湖。,0.5344445934790545,some of the blue eyes water in the world is founded trade or like.,一些蓝眼睛水世界是建立贸易或喜欢。,0.6696546139496112,一些世界上的蓝眼睛水成立贸易之类的。,0.3087818953963449,SOME OF THE BLUEST WATER IN THE WORLD IS FOUND IN FREIGHTER LAKE.,一些世界最蓝的水被发现在FREIGHTER湖。,0.16679551613797314,一些世界上最蓝的水被发现在货轮湖。,0.5344445934790545,some of the burst water in the world is found in freighter lake.,一些世界突发水的货湖被发现。,0.4597775238597381,货轮湖里找到了一些突发性涌水世界。,0.6696546139496112
74,"Mathematicians are poets, except that they have to prove what their fantasy creates.",数学家是诗人，不过他们必须也能证明他们想像力的果实。,数学家是诗人，但他们必须证明他们有什么幻想造成的。,0.2350520410695959,数学家们则诗人，只是他们必须证明他们幻想的创建。,0.5778326259666567,that's an addition is our thoughts except that they have to prove what their fantasy creates.,这是一个除了是我们的不同之处在于他们的想法来证明自己什么幻想造成的。,0.6904573083274563,这就是加入我们的想法只是他们必须证明他们幻想的创建。,0.4763100914774508,MATHEMATICIANS ARE POETS EXCEPT THAT THEY HAVE TO PROVE WHAT THEIR FANTASY CREATES.,数学家但他们必须证明什么及其FANTASY CREATES POETS。,0.29050808466714345,数学家们则诗人只是他们必须证明他们幻想的创建。,0.5221307185746091,that's an admissions our poets except that they have to prove what their fantasy creates.,这是一个我们的招生，除了诗人，他们必须证明他们有什么幻想造成的。,0.5162915794312276,这就是招生我们的诗人只是他们必须证明他们幻想的创建。,0.4924790605054523
75,"To tell the truth, I would rather stay at home than go out.",老实说，我其实想留在家中，不想出外的。,说实话，我宁可呆在家里也不愿出去。,0.3734363629657559,说实话，我宁愿在家里也不出去。,0.3254348667607771,to tell the truth i would rather stay at home then go out.,说实话我宁愿呆在家里再出去。,0.4359583238409739,说实话，我宁愿呆在家里而出去。,0.3077772945160715,TO TELL THE TRUTH I WOULD RATHER STAY AT HOME THEN GO OFF.,说实话，我宁愿呆在家里然后熄灭。,0.3077772945160715,说实话我宁愿呆在家里然后熄灭。,0.4359583238409739,to tell the truth i would rather stay at home then go out.,说实话我宁愿呆在家里再出去。,0.4359583238409739,说实话，我宁愿呆在家里而出去。,0.3077772945160715
76,"In British English, ""to get the sack"" means to be fired from your job.",英式英语的「to get the sack」是被解僱的意思。,在英国英语中“来获得袋”是指从您的解雇。,0.4565424513002643,在英式英语中，被解雇就开除你的工作。,0.1960598531930578,in british english to get the sack means to be fired from your job.,在英式英语来获得袋是指从您的解雇。,0.1960598531930578,在英式英语中要解雇意味着要开除你的工作。,0.18542196101972894,IN BRITISH ENGLISH FORGET THE SACK MEANS TO BE FIRED FROM YOUR JOB.,在英式英语忘了SACK手段被解雇从你的工作。,0.2587139636715935,在英式英语中忘记麻袋手段要开除你的工作。,0.18542196101972894,and british english to get the sack means to be fired from her job.,和英式英语来获得袋是指从她解雇。,0.16682772980636426,和英国英语，被解雇的手段，从她的工作被解雇。,0.4827348685456127
77,What is still better is that the house has a beautiful garden.,更棒的是房子还有一个漂亮的花园。,什么是好还是在于房子有一个美丽的花园。,0.3087818953963449,还好的是房子有一个美丽的花园。,0.4876836638685217,but it's still better is that that has has a beautiful garden.,但它仍然是更好的是，这已经有一个美丽的花园。,0.26784884804296605,但还好是那已经有一个美丽的花园。,0.31702331385234306,WHAT IS STILL BETTER IS THAT THE HAS HAS A BEAUTIFUL GARDEN.,什么犹未的是，已经有一个美丽的花园。,0.3200286101270288,还好的是，已经有一个美丽的花园。,0.34172334076593075,what is still better is that the house has a beautiful garden.,有什么更好的仍然是房子有一个美丽的花园。,0.3237722713145643,还好的是房子有一个美丽的花园。,0.4876836638685217
78,I find words with concise definitions to be the easiest to remember.,我发现有明确定义的词最容易记住。,我找到准确的定义的话是最容易记住。,0.2620251007173262,我发现与简明的定义，是最容易记住的单词。,0.3237722713145643,i find words with concise definitions to be the easiest to remember.,我找到准确的定义的话是最容易记住。,0.2620251007173262,我发现与简明的定义，是最容易记住的单词。,0.3237722713145643,I FIND WORDS WITH CONCISE DEFINITIONS TO BE THE EASIEST TO REMEMBER.,我找到准确的定义的话是最容易记住。,0.2620251007173262,我发现与简明的定义，是最容易记住的单词。,0.3237722713145643,i find words with concise definitions to be the easiest to remember.,我找到准确的定义的话是最容易记住。,0.2620251007173262,我发现与简明的定义，是最容易记住的单词。,0.3237722713145643
79,In the center of the university campus stands the statue of the founder.,创校人的雕像在大学校园的中心矗立着。,在大学校园的中心矗立着创始人的雕像。,0.5406149861913043,在大学的中心校园铜像的创始人。,0.4257739779124127,in the center of the university campus stands the statue of the founder.,在大学校园的中心矗立着创始人的雕像。,0.5406149861913043,在大学的中心校园铜像的创始人。,0.4257739779124127,IN THE CENTRE OF THE UNIVERSITY CAMPUS STANDS THE STATUE OF THE FOUNDER.,在大学校园的中心矗立着创始人的塑像。,0.5066546237581825,在大学校园的中心矗立着创始人的雕像。,0.5406149861913043,in the center of the university campus stands the statue of the founder.,在大学校园的中心矗立着创始人的雕像。,0.5406149861913043,在大学的中心校园铜像的创始人。,0.4257739779124127
80,"It's the answer that led those who've been told for so long, by so many, to be cynical and fearful and doubtful about what we can achieve, to put their hands on the arc of history and bend it once more toward the hope of a better day.",在如此漫长的时期内，曾经有如此众多的人们对我们说：对于我们的成功，我们应该淡漠，应该害怕，应该不相信。但是，历史之轮如今已在我们手中，历史之轮将又一次在我们手中驶向美好未来。,这是导致这些谁一直在说这么长时间，这么多，是玩世不恭和恐惧和怀疑是我们能够实现，要放在历史的弧度他们的手朝的希望再次弯曲答案更好的一天。,0.5271367762835593,正是这个答案，导致这些一直在说这么长时间，这么多，是玩世不恭和恐惧和怀疑我们能做些什么，把他们手中的弧的历史和弯曲再次向希望更好的一天。,0.5138983288216538,it's the answer that lead those have been sold for so long by so many to be cynical in fearful in gel fill about what we can achieve to put their hands and america's history and then that one's more for the hope of the better day.,这导致那些已经被卖了这么长时间这么多的是在凝胶填充物是我们能够实现把他们的手和美国的历史玩世不恭的恐惧，然后，一个人的多为美好明天的希望的答案。,0.5261285123044921,它长的这么多是愤世嫉俗的恐惧对我们所能取得的把他们的手和美国的历史，然后那个凝胶填充中是更多的美好的一天，希望为已售出带领那些答案。,0.2080019124670367,IT'S ANSWER THAT LED THOSE WHO HAVE BEEN TOLD FOR SO LONG BY SO MANY TO BE CYNICAL AND FEARFUL AND DOUBTFUL ABOUT WHAT WE CAN ACHIEVE TO PUT THEIR HANDS ON THE ARK OF HISTORY AND BEND IT ONCE MORE TOWARD THE HOPE OF A BETTER DAY.,IT的回答，导致那些一直在说这么长时间这么多的是什么，我们能够实现把他们的手在历史的ARK和弯曲玩世不恭和恐惧和怀疑IT一次走向美好明天的希望。,0.2553831372990917,它的答案，导致这些一直被告知等长这么多的玩世不恭和恐惧和怀疑是我们能够实现将双手放在历史的约柜和弯曲它再一次向更好的明天的希望。,0.20068277211253455,it's than so that led those have and then told for so long by so many to be cynical and fearful and doubtful about what we can achieve to put their hands on the arc of history and bend it once more toward the hope of a better day.,它比这样就导致那些具有然后叫了这么多这么久是玩世不恭和恐惧和怀疑是我们能够实现把历史的弧线他们的手和朝向美好明天的希望再一次弯曲。,0.17937688538348934,它是比，带领那些了，然后告诉为长久以来，很多是玩世不恭和恐惧和怀疑是我们能够实现把他们手中的弧的历史和弯曲再次向希望更好的一天。,0.4772544504930328
81,She came to Tokyo with a view to getting a new job.,她为了找新工作而来了东京。,她来到东京，以期找到新工作。,0.4593613320783059,她来到东京以获取一份新工作。,0.4854917717073234,she came to town feeling the views are getting a new job.,她来到小镇感觉的观点得到一个新的工作。,0.7598356856515925,她来到镇感觉意见得到一份新工作。,0.4366835442847812,SHE CAN SURVIVE THE EYE WITH A VIEW TO GETTING A NEW JOB.,她可以生存的眼睛，以期找到新工作。,0.4366835442847812,她可以生存的眼睛以获取一份新工作。,0.41722614486115056,she came to tokyo with a view to getting a new job.,她来到东京，以期找到新工作。,0.4593613320783059,她来到东京以获取一份新工作。,0.4854917717073234
82,"The mountain path was under a blanket of leaves, soft and easy to walk on.",山中的小径舖满了柔软的落叶，十分好走。,山路是叶子，柔软，易于行走的毯子下面。,0.6990825786197901,在山路上走了下的叶子，软，容易走上一条毯子。,0.6865890479690392,the mountain pass was under a blanket of leaves soft and easy to walk on.,山口是叶子柔软，容易走的覆盖下。,0.6474469561695607,山口被下的叶子软，容易走上一条毯子。,0.6803749333171202,THE MOUNTAIN PATH WAS UNDER A BLANKET OF LEAVES SOFT UNEASY TO WALK ON.,上山的路已按照叶质柔软不安毯子上行走。,0.6930977286178778,山间小道被毯子下面的叶柔不安上行走。,0.5878560343277044,the mountain pass was under a blanket of leave soft an easy to have fun.,山口离开自己的软容易有乐趣的毯子下面。,0.6505696445772021,山口被毯子下面的假软容易玩得开心。,0.5878560343277044
83,"I'd like to turn off the reading lamp, is that OK?",我想把阅读灯关了，行吗？,我想关掉阅读灯，行吗？,0.3229365231336651,想要关掉阅读灯，可以吗？,0.5116256419057634,it's like to turn off the reading land is that okay.,它就像关掉读数土地是好的。,0.0,要关闭阅读土地是那好吧。,0.4086646502016564,IT LIKE TO TURN OFF THE READING LAMP IS THAT OKAY.,它像关掉台灯，好吗。,0.4859869096699081,它像关闭阅读灯是那好吧。,0.32689967585126034,it's like to turn off the reading lamp is that ok.,它就像关掉阅读灯是好的。,0.3493553700891556,要关闭阅读灯那没关系。,0.2638012815011717
84,The committee is composed of three men and seven women.,委员会是由三男七女组成的。,该委员会由三男七女。,0.4379518644116554,委员会是由三名男子和 7 名妇女组成的。,0.2796842457966537,too many instances of three men and seven women.,三男七女太多的实例。,0.29558013016570783,很多情况下的三名男子和 7 名妇女。,0.7071067811865476,THE COMMITTEE IS COMPOSED OF FREEMEN AND SEVEN WOMEN.,委员会自由民七女组成。,0.2758512992979459,委员会是由自由民和七名妇女组成的。,0.4876836638685217,the commenee is composed of three men and seven women.,该commenee由三男七女。,0.2574866101628968,commenee 被由三名男子和 7 名妇女。,0.3146660996956415
85,"Excuse me, I have to get off at the next stop.",对不起，我要在下一站下。,对不起，我在下一站下车。,0.34329452398451965,请原谅我，我要在下一站下车。,0.3672056269893592,excuse me i have to get off at the next stop.,打扰一下，我在下一站下车。,0.4366835442847812,请原谅我，我要在下一站下车。,0.3672056269893592,EXCUSE ME I HAVE TO GET OFF AT THE NEXT STOP.,打扰一下，我下车，在下一站。,0.4366835442847812,在下一站下车我去的借口。,0.7226568811456053,excuse me i have to get off at the next stop.,打扰一下，我在下一站下车。,0.4366835442847812,请原谅我，我要在下一站下车。,0.3672056269893592
86,"The crane, unlike the dog, has never dreamed of flying.","不像狗, 这只鹤从来没有梦想过飞翔。",起重机，不像狗，从来没有梦想飞翔。,0.3744547919194768,起重机，不像狗，从未梦想过的飞行。,0.5246341022861458,the train and like the john has never dreamed of flying.,火车，像约翰从来没有梦想飞翔。,0.29761194172158384,火车和像约翰从未梦想过的飞行。,0.34983301252722515,THE TRAIN UNLIKE THE JOHN HAS NEVER DREAMED OF FLYING.,不像JOHN火车从来没有飞梦到。,0.41722614486115056,与约翰不同火车从未梦想过的飞行。,0.34983301252722515,the crane unlike the town has never dreamed of flying.,不像镇鹤从未梦想飞翔。,0.33154940539611016,与城镇不同起重机从未梦想过的飞行。,0.3710657122133102
87,A friend of mine asked me to send her a postcard.,我的一位朋友要求我寄给她一张明信片。,我的一个朋友问我，送她一张明信片。,0.3279475209724914,我的一个朋友问我要送她一张明信片。,0.3279475209724914,friend of mine asked me to send her postcard.,我的朋友问我送她的明信片。,0.4209723665178817,我的朋友问我要给她寄明信片。,0.5358568911550645,A FRIEND OF MINE ASKED ME TO SEND HER A POSTCARD.,我的一个朋友问我，送她一张明信片。,0.3279475209724914,我的一个朋友问我要送她一张明信片。,0.3279475209724914,a friend of mine asked me to send her a postcard.,我的一个朋友问我送她一张明信片。,0.3286657259915995,我的一个朋友问我要送她一张明信片。,0.3279475209724914
88,My business has at last gotten on the right track.,我的生意终于上了轨道。,我的业务已经在去年得到了正确的轨道上。,0.4428500142691474,最后，我的生意已经在正确的轨道。,0.3508439695638685,my business has that last gotten on the right track.,我的生意有最后得到正确的轨道上。,0.33180774028439425,我的生意了，最后得到了正确的轨道上。,0.3005402809378289,MY BUSINESS HAS AT LAST GOTTEN ON THE RIGHT TRAP.,我的生意在去年得到了右边的陷阱。,0.31702331385234306,我的业务最后变得正确的陷阱。,0.427287006396234,my business has at last got in on the right track.,我的业务已经在去年得到了在正确的轨道上。,0.42610827239170174,我的生意终于正确的轨道上。,0.34329452398451965
89,"If one day you leave, I will be very sad.",如果有一天你走了，我会很难过的。,如果有一天你离开了，我会很伤心。,0.5078431769269642,如果有一天你离开了，我会很伤心。,0.5078431769269642,it's one day you leave i will be very sad.,它有一天你离开，我会很伤心的。,0.3644207941398497,它是有一天你离开我会很伤心。,0.2468980050800965,IF ONE DAY A LEAVE I WILL BE VERY SAD.,如果有一天休假我会很伤心。,0.23825412935547596,如果有一天离开我会很伤心。,0.23825412935547596,if one day leave i will be very sad.,如果有一天离开我会很伤心。,0.23825412935547596,如果有一天离开我会很伤心。,0.23825412935547596
90,It is a great joy to see your own sentences translated into a multitude of other languages.,看到你自己的句子被翻译成多种语言是一件很开心的事情。,这是一个伟大的喜悦，看你自己的句子翻译成其他语言，众说纷纭。,0.15989214998944032,它是非常快乐的看看你自己的句子翻译成多种其他语言。,0.21878297240048236,it is a great joy to see our own sentences translated into a multitude of other languages.,这是一个巨大的喜悦，看看我们自己的句子翻译成其他语言，众说纷纭。,0.2312446301934649,它是非常快乐的看看我们自己的句子翻译成多种其他语言。,0.3466577127095519,IT IS A GREAT JOY TO SEE OUR OWN SENTENCES TRANSLATED INTO A MULTITUDE OF OTHER LANGUAGES.,这是一个巨大的喜悦看到我们的OWN句子翻译成其他语言，众说纷纭。,0.7790872728179328,它是非常快乐的看看我们自己的句子翻译成多种其他语言。,0.3466577127095519,it is a great joy to see our own sentences translated into a multitude of other languages.,这是一个巨大的喜悦，看看我们自己的句子翻译成其他语言，众说纷纭。,0.2312446301934649,它是非常快乐的看看我们自己的句子翻译成多种其他语言。,0.3466577127095519
91,"We have optimized the database indexing, and as a result, system efficiency has improved by 50%.",我们优化了数据库索引，结果系统效率提高了50%。,我们优化了数据库索引，并且作为结果，系统效率提高了50％。,0.4792365811426396,我们已经优化数据库索引，和结果，系统效率已经提高了 50%。,0.26518122980477765,because that she needs the data base indexing in as a result system efficiency has improved by five so.,因为她需要在作为结果系统效率五个改进，使该数据库的索引。,0.2312446301934649,因为，她需要的数据基索引中由于系统的效率有显著的提高五所以。,0.7400828044922853,WE HAVE OF JIMMY'S THE DATE OF BASE INDEXING AND AS A RESULT SYSTEM EFFICIENCY HAS IMPROVED BY FIVE FOE.,我们吉米的有BASE索引的日期和造成的系统效率提高了五级的敌人。,0.11328360454400994,我们有的吉米的基索引的日期和结果五个敌人所提高系统效率。,0.368407625474364,we haven't seen these the tay the base indexing and as a result system efficiency has improved by five though.,我们还没有看到这些的泰基索引和作为结果系统效率五虽然改善。,0.23287896954139944,我们还没有看到这些泰基地索引和结果是系统效率提高的五虽然。,0.2312446301934649
92,Women like men the way they like their coffee: strong and hot to keep them awake all night long.,女人喜欢男人的方式跟他们喜欢自己的咖啡一样：强，热，并且让她们整夜醒着。,女人喜欢男人的方式，他们喜欢喝咖啡：强热，让他们整晚没睡。,0.2339671630127753,女人喜欢男人他们喜欢他们的咖啡的方式︰ 强热，不能让他们整晚都保持清醒。,0.2927057121559396,and i'm like man the way they like their testy strong in hot to keep them awake all night long.,我很喜欢的男人，他们喜欢在炎热的暴躁强的方式，让他们整晚没睡。,0.4666756931662376,和我一样的人他们喜欢他们暴躁的强热让他们整晚都保持清醒的方式。,0.4016578820026392,WHEN I LIKE MEN THE WAY THEY LIKE THEIR CUFFY STRONG IN HOT TO KEEP THEM AWAKE ALL NIGHT LONG.,当我喜欢男人的路，他们喜欢自己的卡夫强热，让他们整晚没睡。,0.18216041731535024,当我喜欢的男人的方式他们像他们 CUFFY 强在热，不能让他们整晚都保持清醒。,0.19696929778934527,women like men the way they like their coffee strong and hard to keep them awake all night long.,女人喜欢男人的方式，他们喜欢自己的浓咖啡，并努力保持清醒他们整夜。,0.2819707068876805,女人喜欢男人他们喜欢他们的咖啡强，很难让他们整晚都保持清醒的方式。,0.2896443088674298
93,You cannot separate the milk from the coffee once you put it in.,你一把它放进去，就不能把牛奶和咖啡分[开⭒]了。,牛奶从咖啡一旦你把它放在你不能分开。,0.2172208836188061,一旦你把它放不能将牛奶分开的咖啡。,0.20670964698066568,you cannot separate the mail from the coffee once you put it in.,邮件从咖啡一旦你把它放在你不能分开。,0.210917903279849,一旦你把它放不能将邮件分开的咖啡。,0.2007116654832775,YOU CANNOT SEPARATE THE MILK FROM THE COFFEE ONES YOU PUT IT IN.,你不能分开牛奶从咖啡那些你把它。,0.3029401654446503,不能把牛奶分从咖啡的人，你把它放 IN。,0.1986007452687428,it cannot separate the mail from the coffee once you put it in.,邮件从咖啡一旦你把它放在它不能分开。,0.210917903279849,一旦你把它放它不能从咖啡中隔离邮件。,0.210917903279849
94,"We love our mother almost without knowing it, without feeling it, as it is as natural as to live.",我们爱自己的母亲，几乎不无从知晓，无从感受，就像是活着的本能。,我们爱我们的母亲几乎不知道它，没有感觉它，因为它是自然的生活。,0.4333932585536868,我们爱我们的母亲几乎不知道，没有感觉到它，它对活着一样自然。,0.5424630443189998,we love our mother almost without knowing it without feeling it as it is as natural as to live.,我们爱我们的母亲几乎不知道它没有感觉，因为它是自然的生活。,0.4647302841841262,我们爱我们的母亲几乎没有感觉到它自然的生活，对于不知情的情况下。,0.4212471575987221,WE LOVE OUR MOTHER ALMOST WITHOUT KNOWING IT WITHOUT FEELING IT AS IT IS AS NATURAL AS TO LIVE.,我们爱我们的母亲几乎不用知道它没有感觉，因为它是一样自然的生活。,0.4221266575067583,我们爱我们的母亲几乎不知道没有感觉它作为它是尽可能自然生活。,0.4237527883537307,we love our mother almost without knowing it without feeling it as it is as natural as to live.,我们爱我们的母亲几乎不知道它没有感觉，因为它是自然的生活。,0.4647302841841262,我们爱我们的母亲几乎没有感觉到它自然的生活，对于不知情的情况下。,0.4212471575987221
95,It is sometimes hard to choose between dreams and reality.,梦想和现实有时真的很难取舍。,它有时很难梦想与现实之间做出选择。,0.4832697830906221,有时，难的是梦想和现实之间作出选择。,0.3209138982794099,it's sometimes hard to choose between dreams and reality.,有时很难梦想与现实之间做出选择。,0.5081327481546147,有时，难的是梦想和现实之间作出选择。,0.3209138982794099,IT IS SOMETIMES HARD TO CHOOSE BETWEEN DREAMS UNREALITY.,有时很难之间选择DREAMS不真实。,0.40016016019225004,有时，很难梦虚幻之间进行选择。,0.4591497693322865,it is sometimes hard to choose between dreams and reality.,有时很难梦想与现实之间做出选择。,0.5081327481546147,有时，难的是梦想和现实之间作出选择。,0.3209138982794099
96,You will exist but you will never know what it is to live.,你活着，但是却不知道为什么活着。,你会存在，但你永远不会知道它是活的。,0.7952707287670506,你将存在，但你永远不会知道什么是生活。,0.7730551756939454,you really exists but you will never know what it is to live.,你真的存在，但你永远不会知道它是活的。,0.7952707287670506,你真的存在，但你永远不会知道什么是生活。,0.7730551756939454,YOU WILL EXIST BUT YOU WILL NEVER KNOW WHAT IT IS TO LIVE.,您将存在，但你永远不会知道什么是生活。,0.7730551756939454,你将存在，但你永远不会知道什么是生活。,0.7730551756939454,he will exist but you will never know what it is still alive.,他会存在，但你永远不会知道它是什么还活着。,0.24202875575621305,他将存在，但你永远不会知道它是还活着。,0.25406637407730737
97,He took out the wallet from his inside jacket pocket.,他从他外套内袋里拿出皮夹。,他从里面的上衣口袋里掏出了钱包。,0.41722614486115056,他掏出钱包从他的夹克口袋里。,0.4617366309441026,he's a lot from his inside jackets pocket.,他从他外套里面的口袋里了不少。,0.24808415001701814,他很多是从他的夹克口袋里。,0.4591497693322865,HE TOOK OUT THE WALLET FROM HIS INSIDE JACKET POCKET.,他拿出钱包从他的INSIDE的上衣口袋里。,0.4450050658086207,他掏出钱包从他的夹克口袋里。,0.4617366309441026,he took out the wallet from his inside jacket pocket.,他从里面上衣口袋里掏出了钱包。,0.4366835442847812,他掏出钱包从他的夹克口袋里。,0.4617366309441026
98,The Romans would never have had enough time for conquering the world if they had first been required to study Latin.,如果他们必须先学拉丁文的话，是没有时间让罗马人征服世界的对吧。,罗马人永远不会有足够的时间，如果他们先被要求学习拉丁语征服世界。,0.4917574775266129,罗马人就没有足够的时间来征服世界，如果他们第一次被要求学习拉丁语。,0.4665221056209485,<unk> never have had enough time for considering the world if they had just been required to study latin.,<unk>永远不会有足够的时间考虑世界，如果他们刚刚被要求学习拉丁文。,0.35459684529390034,&lt;unk&gt;永远不会有足够的时间来考虑世界，如果他们只是被要求学习拉丁语。&lt;/unk&gt;,0.2746478265715413,THE ROMANS WOULD NEVER HAVE HAD ENOUGH TIME FOR CONQUERING THE WORLD IF THEY HAD FIRST BEEN REQUIRED TO STUDY LATIN.,罗马人永远不会有足够的时间来征服世界，如果他们第一被要求学习拉丁语。,0.4665221056209485,罗马人就没有足够的时间来征服世界，如果他们在第一次需要对研究拉丁语。,0.4549941404048037,the omens would never have had enough time for countering the world if they had first been required to study land.,预兆永远不会有足够的时间，如果他们先被要求研究土地对付世界。,0.391080327529236,预兆就没有足够的时间来对付世界，如果他们第一次已经要准备研究土地。,0.380913704166708
99,"The large crowd roared in approval as Mark Knopfler played the first few bars of ""Money for Nothing"".",就像马克·诺弗勒早期演唱的歌曲《金钱无用》一样，绝大多数的人依然高呼赞成“金钱无用论”。,大人群大吼批准马克诺普弗勒打出了“钱没有”的前几棒。,0.493947704765796,大人群的欢呼中批准扮演马克诺夫勒第一几小节的钱无缘无故。,0.4048500614193404,the large crowd garden approval is mark no sir i played the first few bars as many for nothing.,在大庭广众花园审批纪念不，先生我打前面几小节的许多白白。,0.4048500614193404,大群花园批准是标记不，先生，我扮演什么的很多人第一的几间酒吧。,0.5773842313952123,THE LARGE CRABBER ARDEN APPROVAL AS MARK NO FLEUR PLAYED THE FIRST FEW BARS OF MANY FOR NOTHING.,大CRABBER ARDEN核准为MARK NO FLEUR打出了许多前面几小节白白。,0.41113361690051975,大 CRABBER 雅顿批准作为标记没有芙蓉弹奏第一几小节的许多不劳而获。,0.4978067743410731,the large crab art in approval as mark now for played the first few bars of money for nothing.,在审批为标志的大蟹艺术现在打钱的前几棒白白。,0.34334272076197153,大蟹艺术在批准作为标记现在起首几小节的钱到什么。,0.31024517040537297
